"name","state","district","category","description","address","latitude","longitude","estimated_cost","opening_hours","image_url","is_active","visit_duration_min","festival_start_date","festival_end_date","halal_status","is_outdoor","best_time_to_visit","dress_code_required","website_url","phone_number","avg_rating","rating"
"Pasar Pagi • Pekan Nat • Kuala Nerang","Kedah","Padang Terap","shopping","Pasar Pagi • Pekan Nat • Kuala Nerang is a shopping stop in Padang Terap, Kedah, useful for markets, souvenirs, and urban traveller facilities. It is located around Kuala Nerang, 06300 Kuala Nerang, Kedah, Malaysia. Google Places shows a rating context of 4.2/5 from about 965 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kuala Nerang, 06300 Kuala Nerang, Kedah, Malaysia","6.2561285","100.6099042","0.00","Monday: Closed | Tuesday: 8:00 AM - 1:00 PM | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 8:00 AM - 1:00 PM | Sunday: Closed","uploads/places/google_bulk_pasar_pagi_pekan_nat_kuala_nerang_kedah_padang_terap_aa1f94b0a5.jpg","1","90","","","","0","Afternoon or evening","0","https://maps.google.com/?cid=1400080808920320838","017-556 4352","4.20","4.20"
"Wan's Garden","Kedah","Padang Terap","culture","Wan's Garden is a culture stop in Padang Terap, Kedah, useful for local cultural exploration. It is located around Wan Ali Wan Yahaya, Jalan Kampung Pokok Asam, Kampung Sungai Korok, 06750 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.3/5 from about 3 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Wan Ali Wan Yahaya, Jalan Kampung Pokok Asam, Kampung Sungai Korok, 06750 Pendang, Kedah, Malaysia","6.0497864","100.587703","0.00","Monday: 8:00 AM - 10:00 PM | Tuesday: 8:00 AM - 10:00 PM | Wednesday: 8:00 AM - 10:00 PM | Thursday: 8:00 AM - 10:00 PM | Friday: 8:00 AM - 10:00 PM | Saturday: 8:00 AM - 10:00 PM | Sunday: 8:00 AM - 10:00 PM","uploads/places/google_bulk_wan_s_garden_kedah_padang_terap_54c6ed7df9.jpg","1","90","","","","0","Morning or afternoon","0","https://www.facebook.com/wan.zai.18","013-502 6971","4.30","4.30"
"Wat Charok Padang (Bottle Temple)","Kedah","Padang Terap","heritage","Wat Charok Padang (Bottle Temple) is a heritage stop in Padang Terap, Kedah, useful for religious, architectural, or historical heritage. It is located around Kampung Charok Padang, 08210 Sik, Kedah, Malaysia. Google Places shows a rating context of 4.2/5 from about 169 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Charok Padang, 08210 Sik, Kedah, Malaysia","5.7961021","100.7110993","0.00","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: 9:00 AM - 5:00 PM | Sunday: 9:00 AM - 5:00 PM","uploads/places/google_bulk_wat_charok_padang_bottle_temple_kedah_padang_terap_a3754b84b3.jpg","1","90","","","","0","Morning or afternoon","1","https://m.facebook.com/pages/Wat-Carok-Padang/416266855498132","04-469 5616","4.20","4.20"
"Sungai Batu Archaeological Site Kedah Tua","Kedah","Padang Terap","museum","Sungai Batu Archaeological Site Kedah Tua is a museum stop in Padang Terap, Kedah, useful for history, exhibits, and educational visits. It is located around Lot 710, Kampung Permatang Samak, 08100 Bedong, Kedah, Malaysia. Google Places shows a rating context of 4.5/5 from about 332 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Lot 710, Kampung Permatang Samak, 08100 Bedong, Kedah, Malaysia","5.6953653","100.4540643","5.00","Monday: 9:00 AM - 4:00 PM | Tuesday: 9:00 AM - 4:00 PM | Wednesday: 9:00 AM - 4:00 PM | Thursday: 9:00 AM - 4:00 PM | Friday: 9:00 AM - 4:00 PM | Saturday: 9:00 AM - 4:00 PM | Sunday: 9:00 AM - 4:00 PM","uploads/places/google_bulk_sungai_batu_archaeological_site_kedah_tua_kedah_padang_terap_1538575086.jpg","1","90","","","","0","Morning or afternoon","0","https://linktr.ee/ancked","011-2345 4748","4.50","4.50"
"Wat Phodhichetiyaram ""Sacred Luang Pu Thuad Site""","Kedah","Padang Terap","heritage","Wat Phodhichetiyaram ""Sacred Luang Pu Thuad Site"" is a heritage stop in Padang Terap, Kedah, useful for religious, architectural, or historical heritage. It is located around K17, Kampung China, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.7/5 from about 29 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","K17, Kampung China, 06700 Pendang, Kedah, Malaysia","6.0547118","100.6110756","0.00","","uploads/places/google_bulk_wat_phodhichetiyaram_sacred_luang_pu_thuad_site_kedah_padang_terap_ccd042a32c.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=3640393357388210459","","4.70","4.70"
"Wat Kalai","Kedah","Padang Terap","heritage","Wat Kalai is a heritage stop in Padang Terap, Kedah, useful for religious, architectural, or historical heritage. It is located around Kampung Kalai, Mk. Jeneri, Jeniang, Kedah, Kampung Galai, 08700 Gurun, Kedah, Malaysia. Google Places shows a rating context of 4.4/5 from about 124 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Kalai, Mk. Jeneri, Jeniang, Kedah, Kampung Galai, 08700 Gurun, Kedah, Malaysia","5.8404094","100.6134622","0.00","","uploads/places/google_bulk_wat_kalai_kedah_padang_terap_593e3deb38.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=488898862557147879","04-464 4243","4.40","4.40"
"Beras Terbakar, Kampung Raja, Langkawi, Kedah.","Kedah","Padang Terap","heritage","Beras Terbakar, Kampung Raja, Langkawi, Kedah. is a heritage stop in Padang Terap, Kedah, useful for religious, architectural, or historical heritage. It is located around NO 15, Kampung Raja, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.0/5 from about 3587 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","NO 15, Kampung Raja, 07000 Langkawi, Kedah, Malaysia","6.3547015","99.7311623","0.00","Monday: 9:00 AM - 6:30 PM | Tuesday: 9:00 AM - 6:30 PM | Wednesday: 9:00 AM - 6:30 PM | Thursday: 9:00 AM - 6:30 PM | Friday: 9:00 AM - 6:30 PM | Saturday: 9:00 AM - 6:30 PM | Sunday: 9:00 AM - 6:30 PM","uploads/places/google_bulk_beras_terbakar_kampung_raja_langkawi_kedah_kedah_padang_terap_afbf6eb853.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=4354095479726776440","","4.00","4.00"
"Arulmigu Sri Maha Mariamman Alayam","Kedah","Padang Terap","heritage","Arulmigu Sri Maha Mariamman Alayam is a heritage stop in Padang Terap, Kedah, useful for religious, architectural, or historical heritage. It is located around Kampong selamat ayer putih, Jalan Padang Lembu, Kampung Baru Padang Lembu, 08300 Pendang, Kedah, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampong selamat ayer putih, Jalan Padang Lembu, Kampung Baru Padang Lembu, 08300 Pendang, Kedah, Malaysia","5.8379719","100.5265492","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_arulmigu_sri_maha_mariamman_alayam_kedah_padang_terap_4d6b264dfd.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=6365503392040764941","","5.00","5.00"
"Jam Besar Sik","Kedah","Sik","culture","Jam Besar Sik is a culture stop in Sik, Kedah, useful for local cultural exploration. It is located around RP9V+F7, Pekan Sik, 08210 Sik, Kedah, Malaysia. Google Places shows a rating context of 3.0/5 from about 2 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","RP9V+F7, Pekan Sik, 08210 Sik, Kedah, Malaysia","5.8187001","100.7432318","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_jam_besar_sik_kedah_sik_bd1119155d.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=6001866094231782023","","3.00","3.00"
"Rimba Rekreasi Lata Mengkuang","Kedah","Sik","nature","Rimba Rekreasi Lata Mengkuang is a nature stop in Sik, Kedah, useful for outdoor scenery and eco-tourism. It is located around 09100 Sik, Kedah, Malaysia. Google Places shows a rating context of 4.0/5 from about 306 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","09100 Sik, Kedah, Malaysia","5.862036","100.835724","0.00","","uploads/places/google_bulk_rimba_rekreasi_lata_mengkuang_kedah_sik_779c0bc4d3.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=17450056980425236868","04-467 6000","4.00","4.00"
"Rock Village","Kedah","Sik","food","Rock Village is a food stop in Sik, Kedah, useful for local food culture and meal planning. It is located around kampung, Kura, 08210 Jeniang, Kedah, Malaysia. Google Places shows a rating context of 4.4/5 from about 225 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","kampung, Kura, 08210 Jeniang, Kedah, Malaysia","5.9592778","100.6633426","20.00","Monday: 7:00 AM - 7:00 PM | Tuesday: 7:00 AM - 7:00 PM | Wednesday: 7:00 AM - 7:00 PM | Thursday: 7:00 AM - 7:00 PM | Friday: 7:00 AM - 7:00 PM | Saturday: 7:00 AM - 7:00 PM | Sunday: 7:00 AM - 7:00 PM","uploads/places/google_bulk_rock_village_kedah_sik_ec4516c29e.jpg","1","60","","","","0","Lunch or dinner","0","https://www.facebook.com/Rockvillage.Kedah/","014-327 3168","4.40","4.40"
"Kapal Terbang Sik","Kedah","Sik","museum","Kapal Terbang Sik is a museum stop in Sik, Kedah, useful for history, exhibits, and educational visits. It is located around Lorong Kapal Terbang, Kampung Batu Besar, 08200 Sik, Kedah, Malaysia. Google Places shows a rating context of 4.7/5 from about 38 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Lorong Kapal Terbang, Kampung Batu Besar, 08200 Sik, Kedah, Malaysia","5.7390774","100.7304484","5.00","","uploads/places/google_bulk_kapal_terbang_sik_kedah_sik_d7e3753c30.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=6980909209074122059","","4.70","4.70"
"Lipat Sanggol","Kedah","Sik","culture","Lipat Sanggol is a culture stop in Sik, Kedah, useful for local cultural exploration. It is located around 2XVV+JG, Sik, Kedah, Malaysia. Google Places shows a rating context of 4.0/5 from about 4 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","2XVV+JG, Sik, Kedah, Malaysia","6.0440255","100.9938376","0.00","","uploads/places/google_bulk_lipat_sanggol_kedah_sik_57f7289c66.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=14367497592998692842","","4.00","4.00"
"Taman Rekreasi Sik","Kedah","Sik","culture","Taman Rekreasi Sik is a culture stop in Sik, Kedah, useful for local cultural exploration. It is located around 5°48'55. 100°44'38, Pekan Sik, 08200 Sik, Kedah, Malaysia. Google Places shows a rating context of 3.6/5 from about 21 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","5°48'55. 100°44'38, Pekan Sik, 08200 Sik, Kedah, Malaysia","5.8160931","100.7445609","0.00","Monday: 6:00 - 7:00 AM, 8:00 AM - 8:00 PM | Tuesday: 6:00 - 7:00 AM, 8:00 AM - 8:00 PM | Wednesday: 6:00 - 7:00 AM, 8:00 AM - 8:00 PM | Thursday: 6:00 - 7:00 AM, 8:00 AM - 8:00 PM | Friday: 6:00 - 7:00 AM, 8:00 AM - 8:00 PM | Saturday: 6:00 - 7:00 AM, 8:00 AM - 8:00 PM | Sunday: 6:00 - 7:00 AM, 8:00 AM - 8:00 PM","uploads/places/google_bulk_taman_rekreasi_sik_kedah_sik_786b774f59.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=1637873145344354348","","3.60","3.60"
"Lata Bayu","Kedah","Sik","nature","Lata Bayu is a nature stop in Sik, Kedah, useful for outdoor scenery and eco-tourism. It is located around 09100 Baling, Kedah, Malaysia. Google Places shows a rating context of 4.2/5 from about 872 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","09100 Baling, Kedah, Malaysia","5.7175044","100.8139828","0.00","","uploads/places/google_bulk_lata_bayu_kedah_sik_1685e8cd17.jpg","1","120","","","","1","Morning","0","http://www.forestry.gov.my/index.php/my/77-hutan-lipur-hutan-taman-negeri/hutan-lipur-negeri-kedah/528-hutan-lipur-lata-bayu.html","011-1433 1260","4.20","4.20"
"Wat Kura","Kedah","Sik","heritage","Wat Kura is a heritage stop in Sik, Kedah, useful for religious, architectural, or historical heritage. It is located around Kura, 08210 Jeniang, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 109 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kura, 08210 Jeniang, Kedah, Malaysia","5.9405926","100.668252","0.00","Monday: 7:00 AM - 6:00 PM | Tuesday: 7:00 AM - 6:00 PM | Wednesday: 7:00 AM - 6:00 PM | Thursday: 7:00 AM - 6:00 PM | Friday: 7:00 AM - 6:00 PM | Saturday: 7:00 AM - 6:00 PM | Sunday: 7:00 AM - 6:00 PM","uploads/places/google_bulk_wat_kura_kedah_sik_afc512a440.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=14115482008305905526","","4.60","4.60"
"Batu Seketol Temple","Kedah","Sik","heritage","Batu Seketol Temple is a heritage stop in Sik, Kedah, useful for religious, architectural, or historical heritage. It is located around Kampung Batu Seketol, 08210 Sik, Kedah, Malaysia. Google Places shows a rating context of 3.0/5 from about 3 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Batu Seketol, 08210 Sik, Kedah, Malaysia","5.9778165","100.8036985","0.00","","uploads/places/google_bulk_batu_seketol_temple_kedah_sik_55479ab912.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=14674620568799738754","","3.00","3.00"
"Albukhary Mosque (Main Mosque)","Kedah","Sik","heritage","Albukhary Mosque (Main Mosque) is a heritage stop in Sik, Kedah, useful for religious, architectural, or historical heritage. It is located around Jln Langgar, Bandar Alor Setar, 05460 Alor Setar, Kedah, Malaysia. Google Places shows a rating context of 4.8/5 from about 2072 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jln Langgar, Bandar Alor Setar, 05460 Alor Setar, Kedah, Malaysia","6.1323019","100.3875596","0.00","Monday: 5:00 AM - 10:00 PM | Tuesday: 5:00 AM - 10:00 PM | Wednesday: 5:00 AM - 10:00 PM | Thursday: 5:00 AM - 10:00 PM | Friday: 5:00 AM - 10:00 PM | Saturday: 5:00 AM - 10:00 PM | Sunday: 5:00 AM - 10:00 PM","uploads/places/google_bulk_albukhary_mosque_main_mosque_kedah_sik_f98a7e61c1.jpg","1","90","","","","0","Morning or afternoon","1","http://www.masjidalbukhary.com.my/","04-733 3288","4.80","4.80"
